time,current_0,voltage_0
0,1.4427760359167,10.3795388591778
1.95694716242662E-08,1.4408133600769,10.2415126777681
3.91389432485323E-08,1.44375917968781,9.90604083323991
5.87084148727984E-08,1.46004064294475,9.80997969087466
7.82778864970646E-08,1.4648823089555,9.82643060012703
9.78473581213308E-08,1.47766052631288,10.1254201824659
1.17416829745597E-07,1.47744192787763,10.0582511989329
1.36986301369863E-07,1.47462713216097,9.93658942613625
1.56555772994129E-07,1.49600014621606,9.87575692033678
1.76125244618395E-07,1.50055335351779,9.95385143492083
1.95694716242661E-07,1.48650590131129,10.0623274621575
2.15264187866928E-07,1.50136501721214,10.1650279770206
2.34833659491194E-07,1.51757998255836,9.90987781360021
2.5440313111546E-07,1.51805582495726,10.0595844059221
2.73972602739726E-07,1.51585895329808,10.0229221783233
2.93542074363992E-07,1.52985107241035,10.0641430979248
3.13111545988258E-07,1.5344768622813,9.9834045905644
3.32681017612524E-07,1.54421453120801,9.83275890709223
3.52250489236791E-07,1.54505434180264,10.054152609047
3.71819960861057E-07,1.54582108101109,10.0210512459846
3.91389432485323E-07,1.56374730612441,9.93159425155695
4.10958904109589E-07,1.55275985122877,10.034184320359
4.30528375733855E-07,1.55912947591105,10.1265078442915
4.50097847358121E-07,1.56538694720551,9.9817414876981
4.69667318982388E-07,1.57348041197843,9.95043880388652
4.89236790606654E-07,1.59952112425289,10.1065889999118
5.0880626223092E-07,1.60076510201586,10.05640803506
5.28375733855186E-07,1.59257675522221,10.0576777547605
5.47945205479452E-07,1.60809866163617,9.97315067340237
5.67514677103718E-07,1.61171687413901,10.0524724457714
5.87084148727984E-07,1.608859574001,9.99732571762007
6.06653620352251E-07,1.61520527464916,9.92272595840976
6.26223091976517E-07,1.63243393662247,9.87623854723829
6.45792563600783E-07,1.62911039184645,9.93158772850263
6.65362035225049E-07,1.63369324411002,9.82538093707059
6.84931506849315E-07,1.6484625285029,10.1528451814825
7.04500978473581E-07,1.64930498412432,9.9295263953321
7.24070450097847E-07,1.64369738425541,9.85266797724139
7.43639921722114E-07,1.67039794982083,10.1398125376955
7.6320939334638E-07,1.65919812118309,9.84927576547882
7.82778864970646E-07,1.68321870918102,10.0273177792137
8.02348336594912E-07,1.67875730095796,10.0766668938252
8.21917808219178E-07,1.69335600780043,9.99131833727737
8.41487279843444E-07,1.68588412644808,10.066116087103
8.6105675146771E-07,1.70979336142577,10.0145849781513
8.80626223091977E-07,1.69662787174843,9.98518615280956
9.00195694716243E-07,1.70793264184927,9.95373950988876
9.19765166340509E-07,1.71939630047316,9.90640007228302
9.39334637964775E-07,1.72723181578712,10.0312391205286
9.58904109589041E-07,1.73220805833684,10.0705540479227
9.78473581213307E-07,1.73623389225811,9.93550600691227
9.98043052837573E-07,1.73709911337955,9.99777940423309
1.01761252446184E-06,1.74893975072311,10.0652566196038
1.03718199608611E-06,1.75097877120474,9.99400641928702
1.05675146771037E-06,1.7568831294894,9.89619280861593
1.07632093933464E-06,1.76652273478282,9.96062775052724
1.0958904109589E-06,1.78453482036405,10.0138345534012
1.11545988258317E-06,1.76913055035774,10.086673700848
1.13502935420744E-06,1.78999358956507,10.0888216133489
1.1545988258317E-06,1.79532594423741,9.92117555465921
1.17416829745597E-06,1.78252858903308,9.91279388490306
1.19373776908024E-06,1.80533948293788,9.98457939232247
