time,current_0,voltage_0,current_1,voltage_1
3.22896282e-07,50.36456334,4.93567786e+01,6.29557042,3.94854229e+02
3.32681018e-07,50.5355072,4.95248759e+01,6.3169384,3.96199007e+02
3.42465753e-07,43.48756042,5.03981063e+01,6.50305845,4.03184851e+02
3.52250489e-07,42.66868175,4.94831113e+01,6.46393046,3.95864891e+02
3.62035225e-07,41.13783273,5.07364785e+01,6.32048136,4.05891828e+02
3.71819961e-07,43.31352132,5.00664568e+01,6.6995741,4.00531655e+02
3.81604697e-07,43.78624267,5.02829544e+01,6.4656781,4.02263635e+02
3.91389432e-07,41.7810321,4.96724075e+01,6.80142574,3.97379260e+02
4.01174168e-07,43.23601409,4.98335340e+01,6.67651478,3.98668272e+02
4.10958904e-07,44.76837552,5.03800259e+01,6.85987596,4.03040207e+02
4.20743640e-07,44.36232013,4.99808778e+01,6.68627457,3.99847022e+02
4.30528376e-07,43.70861727,4.92226824e+01,7.02022123,3.93781459e+02
4.40313112e-07,45.14603744,4.93938553e+01,6.75453326,3.95150842e+02
4.50097847e-07,45.31888105,4.96065713e+01,6.88461937,3.96852570e+02
4.59882583e-07,46.12959937,4.94068436e+01,7.01727529,3.95254748e+02
4.69667319e-07,45.81903086,4.94733792e+01,7.0912508,3.95787034e+02
4.79452055e-07,45.49621007,5.01752547e+01,7.11898135,4.01402038e+02
4.89236791e-07,47.39364518,4.92694339e+01,7.13134029,3.94155471e+02
4.99021526e-07,45.54995606,4.93885795e+01,7.09258051,3.95108636e+02
5.08806262e-07,45.95208936,5.03956169e+01,7.23133357,4.03164936e+02
5.18590998e-07,46.3397112,5.01930434e+01,7.21155843,4.01544347e+02
5.28375734e-07,46.96489117,4.90440024e+01,7.25430003,3.92352019e+02
5.38160470e-07,49.91225505,5.01530036e+01,7.3574543,4.01224029e+02
5.47945205e-07,49.65118388,5.03060440e+01,7.59602237,4.02448352e+02
5.57729941e-07,48.16966973,4.97740767e+01,7.29412509,3.98192613e+02
5.67514677e-07,49.75601144,5.09681676e+01,7.57880356,4.07745341e+02
5.77299413e-07,49.80214112,5.05399375e+01,7.61229375,4.04319500e+02
5.87084149e-07,49.01040799,4.89840153e+01,7.35255987,3.91872122e+02
5.96868885e-07,49.40944578,4.98786923e+01,7.66874231,3.99029538e+02
6.06653620e-07,51.21662359,4.99366400e+01,7.66786327,3.99493120e+02
6.16438356e-07,50.36456334,5.08445366e+01,7.70540758,4.06756293e+02
6.26223092e-07,50.5355072,4.96658612e+01,7.69480688,3.97326890e+02
6.36007828e-07,52.02446759,4.97303741e+01,7.85705313,3.97842992e+02
6.45792564e-07,51.7114437,5.05817196e+01,7.6387483,4.04653757e+02
6.55577299e-07,50.5638509,5.06439653e+01,7.71207998,4.05151722e+02
6.65362035e-07,53.5965928,5.01494538e+01,7.9165059,4.01195630e+02
6.75146771e-07,51.72542477,4.96857585e+01,7.81672959,3.97486068e+02
6.84931507e-07,54.41140594,5.04621018e+01,7.92597409,4.03696814e+02
6.94716243e-07,53.4121182,4.96288182e+01,8.06741035,3.97030545e+02
7.04500978e-07,54.87900765,5.08751720e+01,8.14138276,4.07001376e+02
7.14285714e-07,53.49019655,4.95950578e+01,7.99885375,3.96760462e+02
7.24070450e-07,56.16176982,5.04366110e+01,8.12316014,4.03492888e+02
7.33855186e-07,54.03626605,4.97681862e+01,8.15719177,3.98145490e+02
7.43639922e-07,55.07695494,4.99039842e+01,8.17123534,3.99231874e+02
7.53424658e-07,56.13820233,5.00852947e+01,8.22455833,4.00682357e+02
7.63209393e-07,56.73000637,4.93592779e+01,8.2285682,3.94874223e+02
7.72994129e-07,56.95185077,5.01117153e+01,8.26974117,4.00893722e+02
7.82778865e-07,57.05072235,5.05276485e+01,8.2414115,4.04221188e+02
7.92563601e-07,56.74064408,4.96164868e+01,8.44359577,3.96931894e+02
8.02348337e-07,57.85066853,5.01116333e+01,8.54157074,4.00893067e+02
8.12133072e-07,57.69246747,5.00860602e+01,8.45189272,4.00688482e+02
8.21917808e-07,58.03440023,4.93706191e+01,8.45108398,3.94964953e+02
8.31702544e-07,58.85963442,4.94736134e+01,8.55467984,3.95788907e+02
8.41487280e-07,60.76817896,5.04556588e+01,8.56263263,4.03645271e+02
8.51272016e-07,58.35300071,5.04164627e+01,8.61971475,4.03331702e+02
8.61056751e-07,60.63042848,4.94718668e+01,8.671858,3.95774935e+02
8.70841487e-07,60.89835002,4.91724891e+01,8.76461246,3.93379913e+02
8.80626223e-07,58.82047895,4.91633899e+01,8.71165712,3.93307119e+02
8.90410959e-07,61.34993851,5.03289261e+01,8.896964,4.02631408e+02
9.00195695e-07,61.34290616,5.00822095e+01,8.74610261,4.00657676e+02
9.09980431e-07,61.64326067,5.07765415e+01,9.19412541,4.06212332e+02
9.19765166e-07,61.55845502,4.95228813e+01,9.1329359,3.96183051e+02
9.29549902e-07,62.85642502,4.92311619e+01,9.03075855,3.93849295e+02
9.39334638e-07,61.10998637,-3.03951411e+00,9.10701809,-2.43161129e+01
9.49119374e-07,61.69663988,-8.64895090e-01,8.93447278,-6.91916072e+00
9.58904110e-07,63.33204722,3.73488201e-01,9.1354549,2.98790561e+00
9.68688845e-07,62.53383675,-2.22128543e-01,9.2058988,-1.77702835e+00
9.78473581e-07,63.40779273,-1.05694164e-01,9.13534888,-8.45553310e-01
9.88258317e-07,64.53928283,-4.41301370e-01,8.9743062,-3.53041096e+00
9.98043053e-07,65.1310621,5.33988906e-01,9.11977017,4.27191125e+00
1.00782779e-06,63.99082998,8.59445530e-01,8.86894396,6.87556424e+00
1.01761252e-06,64.9852811,7.14694282e-01,8.90112817,5.71755426e+00
1.02739726e-06,65.25753415,5.81353403e-01,9.18938804,4.65082723e+00
1.03718200e-06,65.36988272,1.74127288e-03,8.95551102,1.39301830e-02
1.04696673e-06,65.79646664,7.00151838e-02,8.85783758,5.60121470e-01
1.05675147e-06,65.82854556,-2.48232050e-02,9.16302443,-1.98585640e-01
1.06653620e-06,66.15792937,-9.77996218e-01,9.09096589,-7.82396974e+00
1.07632094e-06,65.93129203,-1.00478511e+00,9.01144824,-8.03828089e+00
1.08610568e-06,67.54876617,-2.65583952e-02,9.00760566,-2.12467162e-01
1.09589041e-06,68.3325659,-4.51933843e-01,8.98431527,-3.61547074e+00
1.10567515e-06,67.61514174,5.39509405e-01,9.03501646,4.31607524e+00
1.11545988e-06,67.60867181,-5.57011800e-01,8.99796413,-4.45609440e+00
1.12524462e-06,68.43743869,-7.62514549e-01,8.97212044,-6.10011639e+00
1.13502935e-06,68.50106107,-6.36395403e-03,8.97014132,-5.09116323e-02
1.14481409e-06,68.957718,2.60296529e-01,8.97695337,2.08237223e+00
1.15459883e-06,69.37486404,5.22999069e-02,9.14369523,4.18399255e-01
1.16438356e-06,70.11689971,-5.24381278e-01,8.97850349,-4.19505023e+00
1.17416830e-06,69.69325693,6.05427031e-01,8.87441481,4.84341625e+00
1.18395303e-06,71.17571197,2.40191474e-01,8.92236448,1.92153179e+00
1.19373777e-06,69.96882089,-9.00322975e-02,9.01480334,-7.20258380e-01
1.20352250e-06,73.55300325,-3.85346220e-02,8.96631584,-3.08276976e-01
1.21330724e-06,73.0634872,-2.23596293e-01,8.97591612,-1.78877034e+00
1.22309198e-06,72.24606844,-3.51495971e-02,8.88277539,-2.81196777e-01
1.23287671e-06,72.85614476,-3.40866715e-01,8.92852086,-2.72693372e+00
1.24266145e-06,71.47578225,5.63140739e-01,8.9074015,4.50512591e+00
1.25244618e-06,73.08363917,-2.33440124e-01,8.9023254,-1.86752099e+00
1.26223092e-06,73.64719042,-8.97681841e-02,8.98762528,-7.18145473e-01
1.27201566e-06,73.08279108,-4.29335469e-01,8.84937501,-3.43468375e+00
1.28180039e-06,71.79444957,4.62382042e-01,8.96239527,3.69905633e+00
1.29158513e-06,72.95816136,2.23705698e-01,9.03192239,1.78964559e+00
1.30136986e-06,70.95155168,5.69813373e-02,8.88687655,4.55850699e-01
1.31115460e-06,71.20902537,-2.53388788e-01,8.9171187,-2.02711031e+00
1.32093933e-06,73.51510435,5.79472237e-01,8.97417215,4.63577790e+00
1.33072407e-06,71.6440882,1.43023369e-01,8.87893748,1.14418695e+00
1.34050881e-06,70.8627006,3.63481250e-01,8.93664183,2.90785000e+00
1.35029354e-06,73.30419545,-1.00297704e-01,8.91698195,-8.02381634e-01
1.36007828e-06,72.72772715,8.28930805e-03,9.01950139,6.63144644e-02
1.36986301e-06,72.09158594,-7.27041921e-01,8.79847463,-5.81633537e+00
1.37964775e-06,72.06084531,-9.47810732e-02,9.0016201,-7.58248585e-01
1.38943249e-06,71.87452215,-4.51056520e-01,8.87501986,-3.60845216e+00
1.39921722e-06,72.28013172,5.52137762e-01,8.8586753,4.41710210e+00
1.40900196e-06,71.98371306,-2.82889246e-01,8.70513595,-2.26311396e+00
1.41878669e-06,71.77696353,-3.43260570e-01,8.71899893,-2.74608456e+00
1.42857143e-06,71.76113059,-2.08094000e-01,8.84978638,-1.66475200e+00
1.43835616e-06,71.81562693,6.56991766e-01,9.04397247,5.25593413e+00
1.44814090e-06,73.14956187,-3.69115048e-02,8.90777504,-2.95292039e-01
1.45792564e-06,71.8280279,-7.76128402e-01,8.87187009,-6.20902721e+00
1.46771037e-06,70.99531848,6.14916026e-01,8.65820018,4.91932820e+00
1.47749511e-06,71.3789158,-3.52095255e-01,8.80085481,-2.81676204e+00
1.48727984e-06,72.11842671,-8.42380041e-01,8.87529327,-6.73904033e+00
1.49706458e-06,71.7305267,9.52814594e-02,8.77359434,7.62251675e-01
1.50684932e-06,71.80732894,3.44515625e-01,8.75971296,2.75612500e+00
1.51663405e-06,71.06220309,2.66744535e-01,8.82061252,2.13395628e+00
1.52641879e-06,71.4281669,8.06291117e-01,8.70948479,6.45032894e+00
1.53620352e-06,71.25921203,-5.85386534e-01,8.90353111,-4.68309227e+00
1.54598826e-06,71.2186032,-6.20973748e-01,8.77969702,-4.96778998e+00
1.55577299e-06,71.90100223,-1.13047992e+00,8.76712998,-9.04383937e+00
1.56555773e-06,70.79500004,-4.88582720e-01,8.97411489,-3.90866176e+00
1.57534247e-06,71.69916218,1.93085377e-01,8.67480471,1.54468302e+00
1.58512720e-06,72.25537914,6.96313825e-01,8.85318262,5.57051060e+00
1.59491194e-06,71.09501239,1.42413004e-01,8.65879796,1.13930404e+00
1.60469667e-06,71.33694963,-7.92136431e-01,8.84663516,-6.33709145e+00
1.61448141e-06,71.79337721,-7.54764789e-01,8.86176517,-6.03811831e+00
1.62426614e-06,71.03149988,-5.50198547e-01,8.67709585,-4.40158838e+00
1.63405088e-06,71.49313464,2.04767771e-01,8.64557638,1.63814217e+00
1.64383562e-06,71.33585562,4.53653016e-01,8.63213077,3.62922412e+00
1.65362035e-06,72.15601109,5.69631061e-01,8.63051471,4.55704849e+00
1.66340509e-06,70.38779701,-4.42383252e-01,8.72492352,-3.53906601e+00
1.67318982e-06,72.01296083,3.88318321e-01,8.69637346,3.10654657e+00
1.68297456e-06,71.00015891,3.21158590e-02,8.69777572,2.56926872e-01
1.69275930e-06,70.86940242,3.99420815e-01,8.74807123,3.19536652e+00
1.70254403e-06,69.64108762,6.47847768e-01,8.63787113,5.18278215e+00
1.71232877e-06,69.75199141,-4.75266978e-01,8.71578835,-3.80213582e+00
1.72211350e-06,70.79829106,6.77612207e-02,8.70096686,5.42089765e-01
1.73189824e-06,72.35177977,-4.38409458e-01,8.60349256,-3.50727567e+00
1.74168297e-06,71.26220028,-1.83635646e-01,8.60006352,-1.46908517e+00
1.75146771e-06,70.97496069,9.24175053e-02,8.63458732,7.39340042e-01
1.76125245e-06,69.26560145,4.96295725e-01,8.61091413,3.97036580e+00
1.77103718e-06,70.40683844,-2.22013706e-01,8.69505608,-1.77610965e+00
1.78082192e-06,71.00234618,-2.67386457e-02,8.67973728,-2.13909165e-01
1.79060665e-06,70.18875468,-7.87022009e-02,8.67697771,-6.29617607e-01
1.80039139e-06,70.07770366,-1.19948662e+00,8.56868853,-9.59589293e+00
1.81017613e-06,70.56490016,-5.35577976e-01,8.81374093,-4.28462381e+00
1.81996086e-06,69.67587834,3.16959313e-01,8.55585659,2.53567450e+00
1.82974560e-06,71.22824887,3.42719540e-01,8.64348261,2.74175632e+00
1.83953033e-06,70.23757616,1.06951567e-01,8.517016,-8.55612540e-01
1.84931507e-06,70.13703988,-2.08394381e-01,8.3581218,-1.66715504e+00
1.85909980e-06,71.7929191,2.30166534e-01,8.57320178,1.84133227e+00
1.86888454e-06,69.3984377,5.07902613e-01,8.40592889,4.06322090e+00
1.87866928e-06,70.82546099,2.91938303e-01,8.69918071,2.33550643e+00
1.88845401e-06,69.27038364,-3.45267569e-01,8.40743713,-2.76214055e+00
1.89823875e-06,70.77308127,8.76011772e-02,8.56293279,7.00809418e-01
1.90802348e-06,70.89412138,5.40137446e-01,8.54762231,4.32109957e+00
1.91780822e-06,69.41676678,-4.21690562e-02,8.49353753,-3.37352450e-01
1.92759295e-06,69.16461101,-4.00483864e-01,8.64281682,-3.20387091e+00
1.93737769e-06,69.05704619,2.45903043e-01,8.77594028,1.96722434e+00
1.94716243e-06,69.04411765,5.97652596e-01,8.59352424,4.78122076e+00
1.95694716e-06,69.79938815,-2.12125938e-02,8.48720641,-1.69700750e-01
1.96673190e-06,69.57098766,-6.03054748e-01,8.57870958,-4.82443798e+00
1.97651663e-06,69.58220576,6.61791080e-01,8.53889389,5.29432864e+00
1.98630137e-06,69.98456982,1.43467509e-01,8.42876384,1.14774007e+00
1.99608611e-06,69.10296907,-3.33373975e-02,8.51506048,-2.66699180e-01
2.00587084e-06,69.72630676,6.03467229e-01,8.52234194,4.82773783e+00
2.01565558e-06,69.6077349,-3.55699186e-01,8.69459665,-2.84559349e+00
2.02544031e-06,68.82794044,-4.04840861e-01,8.70122107,-3.23872689e+00
2.03522505e-06,68.80050813,-1.73964231e-01,8.47084945,-1.39171385e+00
2.04500978e-06,69.07669854,5.27797661e-01,8.54757801,4.22238129e+00
2.05479452e-06,68.88731306,-2.72671754e-02,8.26083482,-2.18137403e-01
2.06457926e-06,69.56044863,-1.95999757e-01,8.48724082,-1.56799806e+00
2.07436399e-06,69.43789827,8.00706237e-01,8.5911467,6.40564990e+00
2.08414873e-06,69.41582166,2.86167052e-01,8.52065765,2.28933641e+00
2.09393346e-06,68.54950826,3.15630675e-01,8.32034583,2.52504540e+00
2.10371820e-06,70.50992743,9.40585178e-02,8.6003229,7.52468142e-01
2.11350294e-06,68.44685271,7.56002918e-01,8.38499171,6.04802334e+00
2.12328767e-06,69.14786087,1.20154435e-01,8.57419045,9.61235484e-01
2.13307241e-06,68.136128,8.07928168e-01,8.53212666,6.46342535e+00
2.14285714e-06,66.86497442,-3.03393173e-01,8.42373546,-2.42714538e+00
2.15264188e-06,68.58561423,3.67070911e-02,8.38419534,2.93656729e-01
2.16242661e-06,67.24743109,-2.45284501e-01,8.31599588,-1.96227601e+00
2.17221135e-06,69.59344568,4.28198610e-01,8.58405217,3.42558888e+00
2.18199609e-06,67.25949702,6.08570446e-01,8.34575351,4.86856357e+00
2.19178082e-06,68.50346236,-3.93981727e-01,8.45322857,-3.15185382e+00
2.20156556e-06,68.38097847,3.34497649e-01,8.46076155,2.67598119e+00
2.21135029e-06,67.9483002,2.74127703e-01,8.2638835,2.19302163e+00
2.22113503e-06,69.14253459,-1.34083427e-01,8.45379733,-1.07266742e+00
2.23091977e-06,70.20752225,1.10191998e-01,8.53208207,8.81535982e-01
2.24070450e-06,68.74819396,3.06720922e-02,8.45537231,2.45376738e-01
2.25048924e-06,67.89765131,1.08205975e+00,8.45622975,8.65647803e+00
2.26027397e-06,68.62967668,1.45670074e-01,8.20492606,1.16536059e+00
2.27005871e-06,68.31115115,3.43461161e-01,8.56519932,2.74768929e+00
2.27984344e-06,67.43011075,-1.87629196e-01,8.41890282,-1.50103357e+00
2.28962818e-06,68.12048385,6.98822136e-01,8.41181135,5.59057708e+00
2.29941292e-06,68.17873554,-4.71923459e-01,8.31498274,-3.77538767e+00
2.30919765e-06,69.55677321,2.96291689e-01,8.37492429,-2.37033352e+00
2.31898239e-06,69.60976855,-2.00214244e-01,8.25521457,-1.60171396e+00
2.32876712e-06,67.76679556,-8.67968403e-01,8.24499325,-6.94374722e+00
2.33855186e-06,68.38062409,1.27290185e+00,8.32317601,1.01832148e+01
2.34833659e-06,66.08667854,3.95477485e-01,8.19449922,3.16381988e+00
2.35812133e-06,67.8979266,3.78089107e-01,8.49724249,3.02471285e+00
2.36790607e-06,68.72917363,-9.42695285e-01,8.36639461,-7.54156228e+00
2.37769080e-06,68.16526121,-2.45878394e-01,8.31375444,-1.96702715e+00
2.38747554e-06,66.56276663,1.34196016e-01,8.42026293,1.07356813e+00
2.39726027e-06,68.80258319,1.63878443e-01,8.2698513,1.31102755e+00
2.40704501e-06,67.07993369,-1.51162250e-02,8.431815,-1.20929800e-01
2.41682975e-06,68.59352357,3.89890531e-02,8.20077533,3.11912425e-01
2.42661448e-06,68.25701326,1.17207480e+00,8.20689444,9.37659837e+00
2.43639922e-06,67.38988368,-7.22385070e-01,8.14650953,-5.77908056e+00
2.44618395e-06,67.0735627,-3.52412577e-02,8.26669967,-2.81930061e-01
2.45596869e-06,66.52796707,-5.62785417e-01,8.30854544,-4.50228333e+00
2.46575342e-06,68.67241734,-3.12396102e-01,8.29338026,-2.49916881e+00
2.47553816e-06,66.76602806,3.25884544e-01,8.2892375,2.60707636e+00
2.48532290e-06,67.62582853,1.25349125e-01,8.42544104,1.00279300e+00
2.49510763e-06,67.68609239,-2.10301018e-01,8.201073,-1.68240815e+00
2.50489237e-06,66.11106799,-5.23251732e+01,-5.58740329,-4.18601385e+02
2.51467710e-06,67.63037865,-5.04337682e+01,-5.4425967,-4.03470146e+02
2.52446184e-06,68.2566566,-4.88232538e+01,-4.88258595,-3.90586030e+02
2.53424658e-06,67.64297849,-4.93218862e+01,-4.88592168,-3.94575090e+02
2.54403131e-06,67.64983797,-5.00775486e+01,-5.13791007,-4.00620389e+02
2.55381605e-06,65.63940846,-4.96443451e+01,-5.2849506,-3.97154761e+02
2.56360078e-06,68.52159458,-5.07462690e+01,-5.24129908,-4.05970152e+02
2.57338552e-06,67.35122255,-5.07368333e+01,-5.20468847,-4.05894667e+02
2.58317025e-06,67.29449082,-4.99879451e+01,-5.14243906,-3.99903561e+02
2.59295499e-06,66.5198619,-5.05664827e+01,-5.44510047,-4.04531861e+02
2.60273973e-06,66.99939434,-5.04091098e+01,-5.40676742,-4.03272878e+02
2.61252446e-06,66.04171658,-5.01255987e+01,-5.52233873,-4.01004790e+02
2.62230920e-06,65.959946,-4.96483188e+01,-5.42959244,-3.97186550e+02
2.63209393e-06,66.58540812,-5.03307422e+01,-5.48826623,-4.02645938e+02
2.64187867e-06,65.55599379,-5.02108018e+01,-5.62751277,-4.01686415e+02
2.65166341e-06,67.97793993,-5.01602519e+01,-5.66108264,-4.01282015e+02
2.66144814e-06,66.9311569,-4.91862122e+01,-5.76939918,-3.93489698e+02
2.67123288e-06,66.51003554,-5.00598789e+01,-5.61556975,-4.00479031e+02
2.68101761e-06,67.36210346,-4.92769006e+01,-5.53704523,-3.94215205e+02
2.69080235e-06,66.15881036,-4.99578669e+01,-5.89585536,-3.99662935e+02
2.70058708e-06,67.45451999,-4.90537862e+01,-5.877499,-3.92430289e+02
2.71037182e-06,65.60620265,-5.00796119e+01,-5.90574498,-4.00636895e+02
2.72015656e-06,65.65515552,-4.98082742e+01,-5.9095177,-3.98466194e+02
2.72994129e-06,65.17207622,-4.99304504e+01,-5.91951599,-3.99443603e+02
2.73972603e-06,66.13359732,-5.02518513e+01,-5.9429031,-4.02014810e+02
2.74951076e-06,66.46836353,-5.08511865e+01,-6.03775124,-4.06809492e+02
2.75929550e-06,66.34704208,-4.99344996e+01,-6.03748661,-3.99475997e+02
2.76908023e-06,66.31390003,-5.01917326e+01,-6.28623938,-4.01533861e+02
2.77886497e-06,67.40352831,-5.01901217e+01,-6.18106586,-4.01520974e+02
2.78864971e-06,65.60858404,-4.96732840e+01,-6.29223814,-3.97386272e+02
2.79843444e-06,-44.69922629,-4.96907708e+01,-6.35461045,-3.97526167e+02
2.80821918e-06,-43.54077364,-4.95731621e+01,-6.34744457,-3.96585297e+02
2.81800391e-06,-39.06068756,-5.12412519e+01,-6.31581096,-4.09930015e+02
2.82778865e-06,-39.08737341,-5.00739176e+01,-6.50646292,-4.00591341e+02
2.83757339e-06,-41.10328056,-4.95251468e+01,-6.32231388,-3.96201175e+02
2.84735812e-06,-42.27960476,-5.06705440e+01,-6.41477184,-4.05364352e+02
2.85714286e-06,-41.93039267,-5.02817236e+01,-6.45423811,-4.02253789e+02
2.86692759e-06,-41.63750774,-4.95918207e+01,-6.64808477,-3.96734566e+02
2.87671233e-06,-41.13951249,-4.99950738e+01,-6.53256254,-3.99960590e+02
2.88649706e-06,-43.56080375,-5.00468698e+01,-6.45059685,-4.00374959e+02
2.89628180e-06,-43.25413936,-4.99573338e+01,-6.81546192,-3.99658671e+02
2.90606654e-06,-44.17870981,-5.05566479e+01,-6.77349789,-4.04453183e+02
2.91585127e-06,-43.43673948,-4.98909561e+01,-6.85785426,-3.99127649e+02
2.92563601e-06,-43.90612984,-5.06823914e+01,-6.8736526,-4.05459131e+02
2.93542074e-06,-45.02010214,-5.01818850e+01,-6.86427628,-4.01455080e+02
2.94520548e-06,-45.28866115,-5.03756397e+01,-6.87107952,-4.03005118e+02
2.95499022e-06,-46.15519348,-5.03322626e+01,-7.00176314,-4.02658101e+02
2.96477495e-06,-44.92455804,-4.98713315e+01,-6.81271795,-3.98970652e+02
2.97455969e-06,-44.29636186,-4.94260290e+01,-6.93197379,-3.95408232e+02
2.98434442e-06,-47.16684287,-5.03005987e+01,-7.09905684,-4.02404789e+02
2.99412916e-06,-47.01999197,-5.01522514e+01,-7.12729624,-4.01218011e+02
3.00391389e-06,-47.24595986,-5.00131142e+01,-7.09514501,-4.00104914e+02
3.01369863e-06,-47.27614162,-5.08904702e+01,-7.12425317,-4.07123762e+02
3.02348337e-06,-47.35612792,-4.98688535e+01,-7.33474905,-3.98950828e+02
3.03326810e-06,-47.54322484,-5.01291245e+01,-7.10386291,-4.01032996e+02
3.04305284e-06,-48.30200989,-4.93153948e+01,-7.29383695,-3.94523158e+02
3.05283757e-06,-48.29989289,-4.99722561e+01,-7.32003826,-3.99778049e+02
3.06262231e-06,-50.28991507,-5.14121108e+01,-7.3443126,-4.11296886e+02
3.07240705e-06,-49.44852692,-5.02158062e+01,-7.50221963,-4.01726449e+02
3.08219178e-06,-50.33790509,-5.03331380e+01,-7.24577478,-4.02665104e+02
3.09197652e-06,-50.83688363,-4.95005563e+01,-7.47588998,-3.96004450e+02
3.10176125e-06,-50.77955656,-5.03993684e+01,-7.60137683,-4.03194947e+02
3.11154599e-06,-50.52648769,-5.07980415e+01,-7.65236096,-4.06384332e+02
3.12133072e-06,-52.05170332,-4.99088416e+01,-7.57490262,-3.99270732e+02
3.13111546e-06,-50.57851102,-5.00701062e+01,-7.7418417,-4.00560850e+02
3.14090020e-06,-51.31817473,-4.98773744e+01,-7.74767372,-3.99018995e+02
3.15068493e-06,-51.63390487,-4.97716828e+01,-7.70988014,-3.98173463e+02
3.16046967e-06,-53.18467812,-5.05513713e+01,-7.67824344,-4.04410970e+02
3.17025440e-06,-52.26050029,-5.02980656e+01,-7.72154074,-4.02384525e+02
3.18003914e-06,-51.60477482,-4.97006015e+01,-7.91840892,-3.97604812e+02
3.18982387e-06,-54.52369533,-4.97867778e+01,-8.09353053,-3.98294222e+02
3.19960861e-06,-54.18798312,-4.95610478e+01,-8.05599069,-3.96488382e+02
3.20939335e-06,-54.86283409,-4.99212177e+01,-8.1444036,-3.99369742e+02
3.21917808e-06,-54.98922077,-4.93550333e+01,-8.18067062,-3.94840266e+02
3.22896282e-06,-54.91421025,-4.93674506e+01,-8.16932684,-3.94939605e+02
3.23874755e-06,-54.96863616,-5.01866818e+01,-8.17433027,-4.01493455e+02
3.24853229e-06,-56.01410509,-5.00094496e+01,-8.28666837,-4.00075597e+02
3.25831703e-06,-54.50174361,-5.07061277e+01,-8.09205933,-4.05649021e+02
3.26810176e-06,-55.45579035,-5.01671725e+01,-8.24949038,-4.01337380e+02
3.27788650e-06,-56.79245474,-4.99566511e+01,-8.36641041,-3.99653209e+02
3.28767123e-06,-57.01836993,-5.11131333e+01,-8.47143071,-4.08905066e+02
3.29745597e-06,-56.76116005,-4.98912712e+01,-8.49889514,-3.99130170e+02
3.30724070e-06,-56.99402534,-4.98743648e+01,-8.52926071,-3.98994918e+02
3.31702544e-06,-58.67799242,-5.05936873e+01,-8.69997416,-4.04749499e+02
3.32681018e-06,-56.83090327,-4.99787357e+01,-8.54090756,-3.99829886e+02
3.33659491e-06,-58.35069562,-4.98595458e+01,-8.52562881,-3.98876367e+02
3.34637965e-06,-58.56030612,-5.00328013e+01,-8.61974501,-4.00262411e+02
3.35616438e-06,-58.75450081,-5.08626758e+01,-8.89268768,-4.06901406e+02
3.36594912e-06,-60.017757,-5.05160104e+01,-8.89921087,-4.04128083e+02
